verb_lemma,formula_freq,formula_freq_norm,num_formula,formula_prop
kararla,33,0.7021276595744681,8,0.8
türe,3286,0.7713615023474178,194,0.7158671586715867
kıvır,2587,0.7438182863714778,211,0.7617328519855595
bük,2233,0.7538825118163404,192,0.7710843373493976
işaretle,1345,0.8216249236408063,167,0.8520408163265306
heyecanlan,154,0.8953488372093024,43,0.86
ürk,2057,0.8756917837377608,159,0.803030303030303
düşle,1474,0.896048632218845,186,0.7717842323651453
fısılda,2523,0.8564154786150713,192,0.7529411764705882
havalan,4320,0.7800650054171181,190,0.7450980392156863
belgele,734,0.8293785310734463,130,0.8333333333333334
kısal,3863,0.7434565050038491,191,0.7074074074074074
kına,1760,0.861900097943193,164,0.7884615384615384
yuvarla,3149,0.728092485549133,211,0.7508896797153025
avla,2468,0.7775677378701953,208,0.7536231884057971
çevrele,475,0.7723577235772358,75,0.8152173913043478
kavur,2026,0.7706352225180677,147,0.7736842105263158
pekiş,3856,0.7181970571801081,178,0.7235772357723578
kovala,1479,0.8814064362336115,163,0.7799043062200957
yum,11426,0.8007007708479327,330,0.6932773109243697
kilitle,2199,0.7505119453924914,169,0.7477876106194691
bağdaş,3195,0.7090545938748336,194,0.6759581881533101
parala,144,0.8834355828220859,52,0.8524590163934426
sark,1329,0.9022403258655805,151,0.8342541436464088
aşağıla,2388,0.7967967967967968,186,0.788135593220339
kokla,1500,0.8561643835616438,209,0.7916666666666666
çatla,1785,0.8306188925081434,183,0.7854077253218884
terle,1472,0.7991313789359392,173,0.8084112149532711
gereksin,2933,0.7833867521367521,106,0.7794117647058824
inle,10305,0.8557548579970105,298,0.6819221967963387
arala,8402,0.7248727460961091,231,0.7107692307692308
gevşe,2583,0.8321520618556701,196,0.7808764940239044
kus,1746,0.9046632124352332,204,0.8063241106719368
oyala,2418,0.7239520958083833,185,0.7370517928286853
aksa,2393,0.8488825824760553,178,0.7542372881355932
döşe,1564,0.7089755213055303,154,0.7817258883248731
üre,13959,0.7550302899177845,270,0.6733167082294265
aşıla,1998,0.8161764705882353,195,0.7831325301204819
betimle,2294,0.8749046529366895,172,0.8269230769230769
tap,1511,0.8930260047281324,194,0.8185654008438819
hafifle,2854,0.7382307294361097,183,0.732
ısır,1457,0.8560517038777908,180,0.8035714285714286
sürt,2384,0.8587896253602305,163,0.7616822429906542
hastalan,1607,0.9130681818181818,176,0.8073394495412844
yeğle,2024,0.9263157894736842,164,0.8118811881188119
acık,1786,0.9244306418219461,167,0.8308457711442786
sapla,6814,0.7567747667703243,246,0.7214076246334311
resimle,249,0.8058252427184466,86,0.8686868686868687
küs,1455,0.8415268941584731,201,0.7976190476190477
ağırla,1517,0.8312328767123288,163,0.7688679245283019
simgele,806,0.8857142857142857,96,0.7619047619047619
