collocate_pair,risk_ratio,risk_ratio_reverse,odds_ratio,mutual_information,dice_coefficient,t_score,chi_squared,risk_ratio_confidence_interval_left,risk_ratio_confidence_interval_right,risk_ratio_reverse_confidence_interval_left,risk_ratio_reverse_confidence_interval_right,suffix1_frequency,suffix2_frequency,suffix1-suffix2_frequency,suffix1-suffix2_adjacent_frequency,stem_frequency
"('Caus→Verb', 'Inf1→Noun')",16.319649093600372,7.38806586254213,16.956573026860557,2.237738831102681,0.10693400167084377,20.934583233915685,5.212644461036386e+21,14.506077469286817,18.359956170242725,6.567044127943663,8.31173296932788,8221,4946,704,662,135
"('NarrPart→Adj', 'Gen')",15.728283947198374,18.034384738060762,18.151925609395576,4.591259636535708,0.023465703971119134,3.456056743654307,5.449508345307961e+21,8.732737200566154,28.327763705938622,10.013142121549688,32.48121607906063,154,954,13,12,11
"('Able→Verb', 'FutPart→Adj')",15.50641205818284,10.992009744803914,15.63115712632002,3.0048306301759853,0.029528676888131742,6.313330422918498,5.470553157666477e+21,11.149091956187922,21.56667250239203,7.903242024544393,15.287938526320083,2917,605,52,52,39
"('Pass→Verb', 'EverSince→Verb')",15.501230448383735,5.834146748425312,15.502440245275938,1.744892383496994,0.0003440860215053763,0.9922778338206497,5.506314736992214e+21,1.405484063940213,170.96468866410447,0.5289773807894944,64.34541346807924,11611,14,2,2,2
"('Stay→Verb', 'Narr')",15.041009463722396,19.715978593272173,19.72134595162986,3.9582427715446933,0.00022818026240730178,0.9356662891811565,4.992800514151464e+21,1.5641145610653557,144.6389998017119,2.0502645967857775,189.5949491103574,2,8763,1,1,1
"('Neg', 'SinceDoingSo→Adv')",15.019150410931775,6.394117422943575,15.024705299653293,2.623301537177187,0.0014433919711321606,2.3694197893087052,5.505223256376226e+21,4.912878185020064,45.91501571400573,2.091564378819436,19.547444024394597,11053,32,8,8,4
"('PresPart→Noun', 'A3pl')",14.912615826359225,28.172490493122403,30.499670371643102,4.886251691763495,0.16837345391674424,24.337049623579926,5.114219301838967e+21,13.282120698955065,16.743268324769502,25.09220538347167,31.630907226188974,878,6641,633,632,148
"('EverSince→Verb', 'PastPart→Adj')",14.88575078058473,15.414585635359117,15.441180811808117,2.976050468647486,0.0008041817450743868,0.8729092140513317,5.358542558152692e+21,2.01337410470731,110.05683235103066,2.084901729881455,113.96673852984416,14,2473,1,1,1
"('P2sg', 'Acc')",14.761074373380477,26.837555171043807,29.03527355390396,4.616075515277796,0.21522771232635837,23.756549289040642,5.269429630152953e+21,13.150884395204633,16.568415485115317,23.910020136528594,30.12353663635982,1709,3978,612,612,159
"('Caus→Verb', 'Hastily→Verb')",14.526960367409425,6.7985838241608665,14.530028923042025,1.840900371226372,0.0009687575684185032,1.4417155506346397,5.504920091617704e+21,3.250965691669073,64.91381255024514,1.5214444181914375,30.379514007540973,8221,37,4,4,4
"('P1sg', 'Rel→Adj')",14.270181818181818,13.910164282397682,14.350283519297605,3.986673637109615,0.0036518563603164943,1.6228019863998484,5.505223267946898e+21,4.499997919731613,45.252929613823525,4.386469011499249,44.11125893196689,1611,32,3,0,3
"('Aor', 'Cond')",14.089577892149332,8.25187919927226,15.641701752878499,3.871881971187877,0.21247963736808556,36.18418101676956,5.364261476426127e+21,13.082974189341973,15.173629658358886,7.6623390284673745,8.886778575889027,11742,2377,1500,1456,227
"('PastPart→Noun', 'P1sg')",13.352238545123372,9.493024041141938,14.444394557359605,4.301096711471542,0.1845476899184677,25.38077573903617,5.410037703641833e+21,12.142184595530242,14.682882867017788,8.632713524987944,10.439070540780474,6116,1611,713,662,139
"('Able→Verb', 'Aor')",13.278384056351335,12.841482975576975,17.549362289433546,3.6460115283563765,0.21474861859608432,36.610432934144164,4.825729265638568e+21,12.437570430644161,14.176038972495181,12.02833479321308,13.709602189081007,2917,11742,1574,1565,263
"('Narr', 'AsIf→Adv')",13.166188639435598,8.301157384508855,13.16859564084809,3.9582427715446933,0.0004562564161058515,1.3232343847281056,5.506921178563784e+21,2.1996835006982254,78.80612062334352,1.3868796380989816,49.68651354405987,8763,4,2,2,2
"('Related→Adj', 'Inf2→Noun')",13.159235189320754,16.713794668914975,16.735480833238622,4.214752657496388,0.0008175277959450621,2.1156620126071495,4.798957941571525e+21,4.8522318109281795,35.6877984225434,6.162911826338229,45.32775092461943,6,12226,5,0,2
"('PastPart→Noun', 'P2pl')",13.1582427726201,9.140136524024639,13.81682642508847,4.309644388188466,0.12652545939121895,20.182556621402647,5.445955844821626e+21,11.695250049618023,14.804245495278149,8.123894959480918,10.283502691072115,6116,1013,451,419,120
"('With→Adj', 'PresPart→Noun')",13.06203288490284,13.177313883299798,13.231920672014146,2.5494543309964706,0.0021482277121374865,0.8291818931021931,5.4540863596834e+21,1.8068615667971382,94.42710289572437,1.82280830397204,95.26048394701034,53,878,1,0,1
"('Pass→Verb', 'NarrPart→Adj')",12.977774328879406,5.492136515518336,13.013853471735086,3.455385766302009,0.012239694007649808,7.712745173630924,5.497829250928953e+21,8.892855199533138,18.939094672334615,3.7634168641604298,8.014940835372752,11611,154,72,69,28
"('P3sg', 'Acc')",12.885744078095327,18.611172110499126,21.435555984938564,3.317456337722035,0.18946444249341526,29.6118267593985,5.269429630153474e+21,11.872176458714453,13.98584337282906,17.147253434511068,20.200070445654838,7412,3978,1079,1079,244
"('Inf2→Noun', 'Dat')",12.508098921528337,7.6021406827037215,14.227182745377178,4.161140695661312,0.274613506916192,42.64352213556044,5.355625799398845e+21,11.731914630514137,13.335635619425062,7.130393360187856,8.10509884101211,12226,2522,2025,1430,325
"('NarrPart→Adj', 'P2sg')",12.357000398883127,14.15456058466207,14.225873882243642,3.7501684108650792,0.013955984970477724,3.3376779943201833,5.40416669101178e+21,6.863465370358149,22.247574748094024,7.8618866447754785,25.483906649558516,154,1709,13,13,13
"('P3pl', 'Acc')",12.299677021577002,21.330252650537734,21.615441283640493,3.43888392740058,0.0463519313304721,9.435868459849424,5.269429630152935e+21,9.523974429084257,15.884340719471604,16.516594740922823,27.546820956288176,682,3978,108,108,58
"('Become→Verb', 'AsLongAs→Adv')",12.284820031298905,10.819183395572427,12.306938455507645,3.450088150637215,0.008688097306689836,2.0314869262159445,5.499828607600183e+21,4.792021475119621,31.493348680712167,4.220310842385119,27.736044504455577,1030,121,5,5,4
"('PastPart→Noun', 'P2sg')",12.11226508668351,9.031536027668729,13.279031935770007,4.442046115502747,0.2131629392971246,27.592729080739808,5.404166691012266e+21,11.104558497879394,13.21141813590415,8.280137482725259,9.851121818841026,6116,1709,834,777,188
"('P2pl', 'Acc')",11.900852574050049,20.102612210219018,20.370579753887498,2.8680933976236145,0.043277900220396716,8.9706741555238,5.269429630152978e+21,9.245809055893211,15.318323267664661,15.617781403799015,25.875315272126045,1013,3978,108,108,57
"('P2sg', 'Loc')",11.650556384688024,12.647163017308115,13.429095897470878,4.279255614849806,0.11022108298622237,12.44337662032626,5.421972870510733e+21,9.867766737502206,13.75543906575492,10.711870783268429,14.932100622069084,1709,1412,172,172,64
"('Become→Verb', 'WithoutHavingDoneSo→Adv')",11.582830315224681,10.285406041584936,11.611892618954212,2.6255595245861705,0.010526315789473684,2.2170567321432357,5.488989371281907e+21,5.241468144839949,25.59625555358299,4.654357066152536,22.729149469342598,1030,300,7,3,3
